A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,Monto,Fraude
0,12,269122,0,0,0,0,0,0,US,0.53,2,1,1,0,1,0.00,0.00,85.21,38.99,1
0,4,8370,0,0,0,0,0,0,US,0.81,1,1,1,0,2,15.11,0.00,-1.00,27.59,1
0,15,1739,0,0,0,0,0,0,US,,0,3,1,0,5,0.00,0.00,-1.00,16.60,1
0,15,1739,0,0,0,0,0,0,US,,0,3,1,0,5,0.00,0.00,-1.00,16.60,1
0,8,2806,0,1,0.014,0,0,1,US,,0,2,1,0,3,0.00,0.00,8.45,18.04,1
1,11,22449,0,0,0,0,0,0,US,,1,1,1,0,1,0.00,0.00,10.32,135.28,1
0,14,153104,0,4,0.012,0,0,0,US,,1,1,1,0,1,0.00,0.00,82.71,104.00,1
0,11,55557,0,0,0,0,0,0,US,0.74,2,2,2,0,1,0.00,0.00,39.73,48.04,1
0,8,2997,0,0,0,0,0,0,US,,0,1,1,0,2,0.00,0.00,-1.00,69.69,1
0,1,1686,0,0,0,0,0,0,US,0.85,1,1,1,0,1,0.00,0.00,-1.00,16.55,1
0,20,212149,0,0,0,0,0,0,US,,0,2,1,0,2,0.00,0.00,99.92,937.68,1
0,11,1103,0,0,0,0,0,0,US,,0,2,1,0,1,0.00,0.00,65.07,106.75,1
0,10,1890,0,0,0,0,0,0,US,,1,1,1,0,1,0.00,0.00,8.81,124.98,1
0,10,34505,1,0,0,0,1,0,US,,0,2,1,0,2,0.00,0.00,24.78,40.00,1
1,3,22485,0,0,0,0,0,0,US,,0,2,1,0,2,0.00,0.00,17.59,906.42,1
0,14,8030,0,0,0,0,0,0,US,0.49,0,3,1,0,5,0.00,0.00,-1.00,15.58,1
0,2,8937,0,0,0,0,0,0,US,,0,2,1,0,3,0.00,0.00,-1.00,15.58,1
0,1,8939,0,0,0,0,0,0,US,,0,2,1,0,3,0.00,0.00,-1.00,15.58,1
0,2,,0,0,0,0,0,0,US,0.89,0,3,1,0,5,0.00,0.00,6.11,83.72,1
0,16,51187,8,0,0,0.004,4,0,US,,0,2,1,0,1,0.00,0.00,92.76,81.04,1
3,15,269649,0,0,0,0,0,0,US,,1,3,2,0,1,0.00,0.00,67.58,61.42,1
0,9,8594,0,0,0,0,0,0,US,0.58,0,1,1,0,1,0.00,0.00,86.20,15.58,1
0,9,3079,0,0,0,0,0,0,US,0.66,3,3,2,0,4,0.00,52.16,42.36,52.04,1
0,8,1017,0,0,0,0,0,0,US,,1,1,1,0,1,0.00,0.00,-1.00,78.67,1
0,7,0,0,0,0,0,0,0,US,,1,1,1,0,2,0.00,0.00,91.82,67.73,1
0,12,12031,1,0,0,0.111,0,0,US,0.60,1,1,1,0,1,0.00,0.00,39.32,41.27,1
0,15,3655,1,11,0.097,0,0,0,US,,0,2,1,0,3,0.00,0.00,69.54,46.89,1
0,12,4055,0,0,0,0,0,0,US,,0,2,1,0,3,0.00,0.00,-1.00,26.00,1
0,11,9649,0,2,0.07,0,0,0,US,,0,3,1,0,5,0.00,0.00,62.93,34.54,1
0,13,11201,0,0,0,0,0,0,US,0.75,0,2,1,0,4,0.00,0.00,-1.00,18.49,1
0,16,84045,1,2,0.008,0,0,2,US,,0,3,1,0,1,0.00,0.00,95.66,22.87,1
0,13,49567,0,0,0,0,0,0,US,,0,2,1,0,2,0.00,0.00,89.80,114.56,1
0,6,120,0,0,0,0,0,0,US,,0,1,1,0,2,0.00,0.00,52.27,177.08,1
0,5,,0,0,0,0,0,0,US,,1,1,1,0,1,0.00,0.00,45.75,440.84,1
0,5,269147,0,0,0,0,0,0,US,,1,1,1,0,1,0.00,0.00,41.19,151.03,1
8,19,22557,0,0,0,0,0,0,US,,0,3,1,0,2,0.00,0.00,50.81,"1,458.64",1
0,17,55573,0,0,0,0,0,0,US,0.63,3,7,7,0,5,301.94,0.00,12.73,19.28,1
1,6,17151,0,0,0,0,0,0,US,,1,1,1,0,1,0.00,0.00,36.78,312.53,1
1,11,5765,0,0,0,0,0,0,US,,0,1,1,0,3,0.00,0.00,1.74,239.59,1
0,14,16059,0,0,0,0,0,0,US,,0,3,1,0,4,0.00,0.00,-1.00,36.42,1
0,10,1709,0,0,0,0,0,0,US,,1,1,1,0,1,0.00,0.00,-1.00,46.83,1
0,5,49714,0,0,0,0,0,0,US,,0,1,1,0,1,0.00,0.00,10.19,290.70,1
0,10,38070,0,4,0.074,0,0,0,US,,1,1,1,0,3,0.00,0.00,85.06,194.84,1
0,10,,0,0,0,0,0,0,US,,1,1,1,0,2,0.00,0.00,89.15,278.92,1
0,15,2361,0,0,0,0,0,0,US,,0,2,1,0,1,0.00,0.00,82.57,62.46,1
0,4,,0,0,0,0,0,0,US,0.78,2,2,1,0,1,0.00,0.00,7.16,209.79,1
0,4,,0,0,0,0,0,0,US,0.78,2,2,1,0,1,0.00,0.00,4.23,41.31,1
2,6,918,0,0,0,0,0,0,US,0.68,3,2,1,0,2,0.00,0.00,53.70,573.01,1
0,11,446,0,0,0,0,0,0,US,0.66,0,2,1,0,2,0.00,0.00,35.40,66.63,1
0,11,358334,0,0,0,0,0,0,US,,0,4,1,0,1,0.00,0.00,-1.00,62.26,1
0,16,51427,0,0,0,0,0,0,US,,1,2,1,0,2,0.00,0.00,65.13,40.79,1
0,9,51427,0,0,0,0,0,0,US,0.56,1,2,1,0,2,0.00,0.00,70.14,40.79,1
0,6,453,0,0,0,0,0,0,US,,1,1,1,0,1,0.00,0.00,18.72,62.67,1
1,13,3293,0,0,0,0,0,0,US,,0,2,1,0,3,0.00,0.00,29.46,224.69,1
0,9,4737,0,0,0,0,0,0,US,,0,1,1,0,2,0.00,0.00,39.14,42.70,1
0,13,25817,0,0,0,0,0,0,US,,2,2,2,0,3,33.35,159.62,91.44,33.35,1
0,10,3633,0,0,0,0,0,0,US,0.50,0,6,1,0,1,0.00,0.00,88.36,27.65,1
0,9,65335,0,0,0,0,0,0,US,,1,1,1,0,1,0.00,0.00,9.90,100.56,1
0,14,108,0,0,0,0,0,0,US,0.63,3,2,2,0,4,52.04,52.16,30.65,30.84,1
0,18,22,0,0,0,0,0,0,US,0.62,3,2,2,0,4,82.88,52.16,52.50,36.59,1
0,14,7,0,0,0,0,0,0,US,0.69,3,2,2,0,4,119.47,52.16,44.74,34.60,1
0,10,19564,0,0,0,0,0,0,US,0.75,0,3,1,0,5,0.00,0.00,37.29,20.85,1
0,12,1260,0,0,0,0,0,0,US,0.72,0,2,1,0,4,0.00,0.00,1.96,25.53,1
0,17,859,0,1,0.25,0,0,0,US,0.56,1,1,1,0,1,0.00,0.00,45.93,59.65,1
0,15,30334,0,0,0,0,0,0,US,,0,1,1,0,2,0.00,0.00,40.19,53.26,1
0,7,9164,3,0,0,0.667,0,0,US,,0,1,1,0,2,0.00,0.00,13.59,36.61,1
0,6,49,0,0,0,0,0,0,US,,0,2,1,0,1,0.00,0.00,21.49,62.67,1
0,4,2886,0,0,0,0,0,0,US,,0,1,1,0,2,0.00,0.00,42.93,41.76,1
0,8,8071,0,0,0,0,0,0,US,0.57,0,2,1,0,2,0.00,0.00,72.44,28.69,1
0,16,2916,0,0,0,0,0,0,US,0.47,1,1,1,0,1,0.00,0.00,18.22,32.88,1
0,12,359104,0,0,0,0,0,0,US,,0,1,1,0,1,0.00,0.00,14.06,25.45,1
0,17,6254,0,0,0,0,0,0,US,0.63,0,3,1,0,5,0.00,0.00,27.54,13.80,1
0,13,,0,1,0,0,0,0,US,0.25,0,5,1,0,5,0.00,0.00,25.37,35.23,1
1,11,38059,0,0,0,0,0,0,US,,1,1,1,0,1,0.00,30.76,62.51,30.78,1
0,13,55942,0,0,0,0,0,0,US,,1,1,1,0,1,0.00,0.00,9.61,26.08,1
0,10,30431,0,0,0,0,0,0,US,,0,1,1,0,1,0.00,0.00,16.43,53.26,1
0,9,11974,0,3,0.106,0,0,0,US,0.73,1,1,1,0,3,0.00,0.00,3.67,44.85,1
0,12,176287,0,0,0,0,0,0,US,0.71,0,3,1,0,5,0.00,0.00,32.63,22.21,1
0,16,2883,0,1,0.02,0,0,0,US,,0,1,1,0,2,0.00,0.00,13.26,36.53,1
0,11,42396,0,3,0.106,0,0,0,US,0.71,1,1,1,0,3,44.85,0.00,1.46,20.38,1
0,10,487,0,3,0.106,0,0,0,US,0.73,1,1,1,0,3,65.23,0.00,3.95,23.52,1
0,8,9973,0,0,0,0,0,0,US,0.62,2,2,2,0,3,42.70,0.00,87.70,31.31,1
0,12,,0,0,0,0,0,0,US,,1,1,1,0,1,0.00,0.00,14.24,94.98,1
0,12,1178,0,0,0,0,0,0,US,0.52,0,3,1,0,5,0.00,0.00,8.28,20.85,1
0,2,,0,0,0,0,0,0,US,,1,1,1,0,2,0.00,0.00,0.21,139.89,1
0,2,,0,0,0,0,0,0,US,,1,1,1,0,2,0.00,0.00,0.53,268.44,1
0,13,4578,0,3,0.019,0,0,0,US,,1,1,1,0,1,0.00,0.00,0.82,28.69,1
0,16,905,0,0,0,0,0,0,US,,1,2,1,0,3,0.00,0.00,20.48,10.92,1
0,13,908,0,0,0,0,0,0,US,0.45,1,2,1,0,3,0.00,0.00,24.73,10.92,1
0,9,311,0,0,0,0,0,0,US,0.60,1,2,2,0,1,135.79,0.00,14.94,67.89,1
0,8,15576,0,0,0,0,0,0,US,,1,1,1,0,1,0.00,0.00,43.64,55.08,1
0,6,93295,0,0,0,0,0,0,US,,1,2,2,0,1,0.00,0.00,13.73,36.53,1
0,11,923,0,0,0,0,0,0,US,,0,1,1,0,2,0.00,0.00,57.07,365.81,1
1,8,3119,0,0,0,0,0,0,US,0.67,2,2,2,0,2,135.28,35.89,19.62,26.13,1
0,10,54,0,0,0,0,0,0,US,,0,1,1,0,1,0.00,0.00,69.65,517.39,1
0,5,4391,0,0,0,0,0,0,US,,0,1,1,0,1,0.00,0.00,9.01,86.69,1
0,4,3106,0,0,0,0,0,0,US,,0,1,1,0,1,0.00,0.00,22.49,46.28,1
0,5,61,0,0,0,0,0,0,US,,0,1,1,0,1,0.00,0.00,21.59,35.02,1
0,11,3,0,0,0,0,0,0,US,0.71,2,2,2,2,4,422.54,85.53,23.11,228.29,1
2,17,865,0,1,0,0,0,0,US,0.28,0,2,1,0,2,0.00,0.00,28.86,135.84,1
0,4,3855,0,0,0,0,0,0,US,,1,1,1,0,2,0.00,0.00,4.64,315.21,1
1,5,2790,0,0,0,0,0,0,US,,1,1,1,0,1,0.00,0.00,20.27,825.76,1
0,11,38153,0,0,0,0,0,0,US,,0,1,1,0,1,0.00,0.00,85.87,22.37,1
0,16,38153,0,0,0,0,0,0,US,,0,1,1,0,1,0.00,0.00,85.66,22.40,1
0,17,38150,0,0,0,0,0,0,US,,0,1,1,0,1,0.00,0.00,88.45,22.40,1
0,9,,0,0,0,0,0,0,US,,1,1,1,0,1,0.00,0.00,20.03,45.27,1
0,16,21,0,0,0,0,0,0,US,0.67,2,2,2,0,4,187.99,52.16,39.55,31.40,1
0,10,172,2,0,0,1,0,0,US,,1,1,1,0,2,0.00,0.00,16.47,47.05,1
0,19,32327,0,0,0,0,0,0,MX,,0,1,1,0,2,0.00,0.00,31.96,10.64,1
0,12,2948,0,0,0,0,0,0,MX,,0,2,1,0,4,0.00,0.00,13.86,34.81,1
0,8,108427,0,0,0,0,0,0,MX,0.68,1,1,1,0,2,0.00,0.00,3.51,46.32,1
0,11,177370,0,0,0,0,0,0,ES,0.65,1,1,1,0,2,46.32,0.00,9.29,24.02,1
0,8,,0,0,0,0,0,0,ES,,1,1,1,0,1,0.00,0.00,24.97,76.52,1
0,11,10039,0,0,0,0,0,0,ES,0.57,1,1,1,0,1,0.00,0.00,89.79,49.46,1
0,10,49995,0,0,0,0,0,0,ES,,0,1,1,0,1,0.00,0.00,57.05,345.38,1
0,19,2204,0,0,0,0,0,0,ES,,0,1,1,0,1,0.00,0.00,26.94,94.16,1
0,12,9740,0,0,0,0,0,0,ES,,0,1,1,0,1,0.00,0.00,19.53,41.82,1
0,7,326,0,0,0,0,0,0,ES,,1,1,1,0,1,0.00,0.00,16.29,104.10,1
0,2,2858,0,0,0,0,0,0,ES,,0,1,1,0,1,0.00,0.00,7.93,29.05,1
0,12,18,0,0,0,0,0,0,ES,,0,1,1,0,1,0.00,0.00,96.14,227.67,1
0,6,,0,0,0,0,0,0,ES,,0,1,1,0,1,0.00,0.00,6.33,69.71,1
0,2,,0,0,0,0,0,0,ES,,0,1,1,0,1,0.00,0.00,25.14,20.62,1
0,6,271,0,0,0,0,0,0,ES,,2,2,1,0,3,0.00,0.00,18.43,464.59,1
0,17,3896,0,0,0,0,0,0,ES,0.46,2,4,2,0,2,16.12,37.89,23.09,15.02,1
0,7,493,0,0,0,0,0,0,ES,,0,1,1,0,1,0.00,0.00,38.66,"1,465.40",1
2,7,139,4,0,0,0.006,0,0,ES,,1,1,1,0,1,0.00,0.00,95.86,29.57,1
2,15,254,0,0,0,0,0,0,ES,0.44,0,2,1,0,1,0.00,0.00,86.10,837.35,1
0,3,491,0,0,0,0,0,0,ES,,1,1,1,0,1,0.00,0.00,9.32,247.14,1
3,7,143,1,1,0.025,0.003,0,0,ES,0.71,1,1,1,0,1,0.00,0.00,93.42,29.57,1
0,3,360976,0,0,0,0,0,0,ES,0.75,0,1,1,0,2,0.00,0.00,35.01,235.47,1
0,-1,1507,0,1,0,0,0,0,ES,,0,4,1,0,4,0.00,0.00,-1.00,31.22,1
0,14,500,0,0,0,0,0,0,ES,,2,1,1,0,2,0.00,0.00,42.92,56.35,1
1,4,10,0,0,0,0,0,0,ES,,1,1,1,0,1,0.00,0.00,9.94,700.71,1
2,11,3940,0,1,0.031,0,0,0,ES,,1,1,1,0,5,0.00,0.00,25.26,80.55,1
0,10,6121,0,0,0,0,0,0,ES,,0,1,1,0,1,0.00,0.00,16.75,20.88,1
0,15,6122,0,0,0,0,0,0,ES,,0,1,1,0,1,0.00,0.00,40.87,20.88,1
0,8,10988,0,0,0,0,0,0,ES,0.84,0,3,1,0,1,0.00,0.00,84.77,54.64,1
0,9,,0,0,0,0,0,0,ES,,1,1,1,0,6,0.00,0.00,44.17,38.10,1
0,10,393,0,0,0,0,0,0,ES,0.71,2,1,1,0,2,48.82,0.00,33.75,96.17,1
0,14,,30,10,0.011,0.001,15,0,ES,,1,1,1,0,1,0.00,0.00,95.73,59.25,1
0,16,56466,0,0,0,0,0,0,ES,0.68,2,4,4,0,4,246.20,0.00,11.93,30.30,1
2,6,2345,0,1,0,0,0,0,ES,0.48,0,3,1,0,4,0.00,0.00,25.54,94.16,1
0,4,30370,0,2,0.017,0,0,2,ES,0.79,0,1,1,0,2,0.00,0.00,0.94,21.20,1
0,9,23228,0,0,0,0,0,0,ES,,1,1,1,0,1,0.00,0.00,11.69,41.61,1
0,6,0,2,4,0.008,0,2,4,ES,0.49,0,1,1,0,3,0.00,0.00,95.96,83.69,1
0,7,,0,0,0,0,0,0,ES,,1,3,1,0,1,0.00,0.00,12.00,357.94,1
0,16,10019,0,0,0,0,0,0,ES,,0,1,1,0,1,0.00,0.00,92.44,31.35,1
0,5,361232,0,0,0,0,0,0,ES,,1,1,1,0,1,0.00,0.00,12.66,365.52,1
0,1,,0,0,0,0,0,0,ES,,1,1,1,0,3,0.00,0.00,0.42,158.81,1
1,12,38310,0,0,0,0,0,0,ES,,1,1,1,0,1,0.00,0.00,84.95,172.66,1
0,9,539,0,0,0,0,0,0,ES,,0,1,1,0,2,0.00,0.00,15.53,144.19,1
0,1,260,0,0,0,0,0,0,ES,,0,1,1,0,1,0.00,0.00,6.30,556.50,1
0,9,1258,0,0,0,0,0,0,ES,,1,1,1,0,1,0.00,0.00,20.80,52.29,1
0,12,9082,0,0,0,0,0,0,ES,,1,1,1,0,3,0.00,0.00,15.48,35.54,1
0,17,1020,0,0,0,0,0,0,ES,,0,1,1,0,1,0.00,0.00,29.84,98.81,1
0,11,12904,0,0,0,0,0,0,ES,,1,1,1,0,1,0.00,0.00,13.92,434.35,1
0,9,4833,1,0,0,0.065,0,0,ES,0.59,1,1,1,0,1,0.00,0.00,11.95,72.59,1
1,8,4121,0,0,0,0,0,0,ES,,1,1,1,0,1,0.00,0.00,15.09,156.96,1
0,18,9699,1,0,0,0.222,0,0,ES,,0,1,1,0,1,0.00,0.00,28.79,44.43,1
1,7,,0,4,0,0,0,0,ES,,1,1,1,0,1,0.00,0.00,40.51,344.33,1
2,6,,0,4,0,0,0,0,ES,,1,1,1,0,1,0.00,0.00,36.49,835.04,1
0,13,15,0,0,0,0,0,0,ES,,0,2,1,0,4,0.00,0.00,6.24,55.54,1
0,8,15168,0,0,0,0,0,0,ES,0.54,0,2,1,0,1,0.00,0.00,38.51,20.36,1
0,10,6698,0,0,0,0,0,0,ES,0.50,0,2,1,0,1,0.00,0.00,35.89,20.94,1
0,11,504,0,0,0,0,0,0,ES,0.48,0,2,1,0,1,0.00,0.00,42.29,18.32,1
0,2,,0,0,0,0,0,0,ES,,2,2,2,0,2,0.00,0.00,21.88,21.77,1
0,12,1098,0,2,0.031,0,0,0,ES,,0,1,1,0,2,0.00,0.00,12.50,47.05,1
0,6,889,0,0,0,0,0,0,ES,,1,2,2,0,1,0.00,0.00,11.82,209.30,1
0,8,69,0,0,0,0,0,0,ES,,0,3,1,0,1,0.00,0.00,5.27,64.90,1
3,13,2737,0,0,0,0,0,0,ES,,1,3,3,0,1,0.00,0.00,24.06,826.88,1
0,14,,4,0,0,0,0,0,ES,,1,1,3,0,1,0.00,0.00,8.91,13.50,1
0,8,,3,0,0,0,0,0,ES,,1,1,3,0,1,0.00,0.00,11.34,68.46,1
1,2,15493,0,0,0,0,0,0,ES,0.83,0,2,1,0,1,0.00,0.00,2.81,"2,721.49",1
0,17,11516,0,0,0,0,0,0,ES,0.56,3,3,3,0,5,0.00,94.16,57.47,25.44,1
1,14,2,0,0,0,0,0,0,ES,,0,1,1,0,1,0.00,0.00,33.70,34.96,1
0,9,359187,0,0,0,0,0,0,ES,,0,1,1,0,1,0.00,0.00,86.54,26.06,1
0,5,12522,0,0,0,0,0,0,ES,,2,5,2,0,1,0.00,0.00,23.59,324.44,1
0,13,15836,0,0,0,0,0,0,ES,0.54,0,1,1,0,2,0.00,0.00,25.67,10.42,1
0,10,49430,0,0,0,0,0,0,ES,,0,1,1,0,1,0.00,0.00,22.47,43.44,1
0,9,18117,0,1,0,0,0,0,ES,,0,1,1,0,3,0.00,0.00,14.00,76.83,1
0,4,,0,0,0,0,0,0,ES,0.98,2,2,2,0,3,0.00,0.00,3.79,135.45,1
0,15,2482,0,0,0,0,0,0,ES,,1,1,1,0,1,0.00,0.00,10.50,59.56,1
0,2,0,0,0,0,0,0,0,ES,,0,1,1,0,1,0.00,0.00,22.90,397.76,1
0,9,16999,0,4,0,0,0,0,ES,,1,1,1,0,3,0.00,0.00,19.17,255.17,1
0,13,2339,0,0,0,0,0,0,ES,,0,1,1,0,2,0.00,0.00,25.86,11.73,1
0,7,171,0,0,0,0,0,0,ES,,1,1,1,0,1,0.00,0.00,20.51,245.46,1
1,6,481,0,0,0,0,0,0,ES,,1,1,1,0,2,0.00,0.00,13.41,443.82,1
0,11,5653,0,0,0,0,0,0,ES,0.67,0,1,1,0,3,0.00,0.00,29.46,34.02,1
0,15,463,0,0,0,0,0,0,ES,,1,1,1,0,2,0.00,0.00,15.96,99.39,1
0,4,,0,3,0,0,0,0,ES,,1,1,1,0,1,0.00,0.00,5.85,324.49,1
0,7,871,0,3,0.024,0,0,3,ES,,0,1,1,0,2,0.00,0.00,29.81,33.97,1
0,5,12160,0,3,0.024,0,0,3,ES,0.73,0,1,1,0,2,0.00,0.00,18.79,19.73,1
0,5,,0,0,0,0,0,0,ES,,0,7,1,0,1,0.00,0.00,11.94,428.38,1
0,8,153568,0,3,0.024,0,0,3,ES,0.67,0,1,1,0,2,0.00,0.00,25.19,15.07,1
0,8,8458,0,0,0,0,0,0,ES,0.63,1,1,1,0,3,74.01,0.00,87.24,32.97,1
1,8,27069,0,0,0,0,0,0,ES,,0,1,1,0,1,0.00,0.00,40.28,83.46,1
1,4,49617,0,0,0,0,0,0,ES,,1,4,1,0,1,0.00,0.00,70.13,345.38,1
0,15,16181,0,0,0,0,0,0,ES,0.51,0,2,1,0,3,0.00,0.00,30.07,44.70,1
0,11,859,0,0,0,0,0,0,ES,,0,1,1,0,1,0.00,0.00,20.00,65.37,1
5,9,865,0,0,0,0,0,0,ES,,2,2,2,0,1,0.00,0.00,43.94,"1,010.06",1
0,18,1087,0,1,0,0,0,0,ES,0.29,0,1,1,0,3,0.00,0.00,32.34,39.20,1
0,7,2419,0,0,0,0,0,0,ES,,1,1,1,0,2,0.00,0.00,45.25,62.75,1
0,13,26174,3,0,0,0.031,0,0,ES,,1,3,3,0,1,0.00,0.00,90.87,85.78,1
0,6,894,0,0,0,0,0,0,ES,,1,1,1,0,1,0.00,0.00,21.48,118.28,1
0,12,2402,0,0,0,0,0,0,ES,0.46,0,1,1,0,1,0.00,0.00,71.72,34.35,1
0,17,359999,0,0,0,0,0,0,ES,,1,1,1,1,7,0.00,0.00,94.78,16.64,1
0,9,57,0,0,0,0,0,0,ES,,1,1,1,0,1,0.00,0.00,25.75,31.40,1
0,5,1418,0,0,0,0,0,0,ES,,1,1,1,0,1,0.00,0.00,14.97,75.37,1
0,10,2259,0,0,0,0,0,0,ES,,1,1,1,0,1,0.00,0.00,6.71,86.10,1
0,10,0,0,0,0,0,0,0,ES,,1,1,1,0,1,0.00,0.00,87.72,"1,308.44",1
1,8,86420,0,1,0.028,0,0,0,ES,,0,1,1,0,1,0.00,0.00,22.77,162.19,1
0,11,538,0,4,0,0,0,0,ES,,1,1,2,0,2,0.00,0.00,42.28,43.37,1
0,11,397,0,0,0,0,0,0,ES,,0,1,1,0,1,0.00,0.00,50.78,21.35,1
0,14,38672,0,0,0,0,0,0,ES,0.71,2,2,2,0,4,276.50,0.00,7.62,34.75,1
0,7,8569,0,0,0,0,0,0,ES,0.61,1,2,1,0,1,0.00,0.00,51.72,67.98,1
0,13,13094,0,0,0,0,0,0,ES,0.75,2,2,2,0,4,311.25,0.00,8.76,24.02,1
1,9,8422,0,0,0,0,0,0,ES,,1,1,1,0,1,0.00,0.00,58.54,99.38,1
0,14,84167,0,0,0,0,0,0,ES,0.42,0,2,1,0,1,0.00,0.00,6.12,30.91,1
0,5,40433,0,0,0,0,0,0,ES,,1,1,1,0,1,0.00,0.00,19.69,27.16,1
2,12,8419,0,0,0,0,0,0,ES,,1,1,1,0,1,0.00,0.00,32.93,245.91,1
0,10,,0,0,0,0,0,0,ES,,1,1,1,0,1,0.00,0.00,24.81,266.73,1
0,18,57607,0,0,0,0,0,0,ES,0.27,0,1,1,0,1,0.00,0.00,70.20,51.08,1
0,8,263739,0,0,0,0,0,0,ES,0.82,2,2,2,0,4,335.27,0.00,10.59,47.05,1
0,4,8425,0,0,0,0,0,0,ES,,1,1,1,0,1,0.00,0.00,17.23,544.14,1
1,13,4195,0,0,0,0,0,0,ES,,0,1,1,0,2,0.00,0.00,11.07,366.27,1
0,13,8628,0,0,0,0,0,0,ES,0.74,0,1,1,0,3,0.00,0.00,3.32,17.74,1
0,10,15234,2,1,0.055,0.078,0,0,ES,,1,1,1,0,1,0.00,0.00,13.34,67.98,1
0,20,11611,0,0,0,0,0,0,ES,0.37,0,1,1,0,1,0.00,0.00,59.58,28.78,1
0,11,17565,0,0,0,0,0,0,ES,,1,1,1,0,1,0.00,0.00,32.42,49.19,1
0,11,17571,0,0,0,0,0,0,ES,,1,1,1,0,1,0.00,0.00,53.69,49.19,1
0,15,3080,0,0,0,0,0,0,ES,,0,1,1,0,3,0.00,0.00,9.35,16.48,1
0,13,320,0,0,0,0,0,0,ES,,2,3,2,0,5,0.00,0.00,13.30,12.04,1
0,8,154192,0,3,0.02,0,0,3,ES,0.68,0,1,1,0,1,0.00,0.00,26.91,16.18,1
0,17,,0,0,0,0,0,0,ES,0.48,0,4,1,0,1,0.00,0.00,10.07,57.93,1
0,17,,0,0,0,0,0,0,ES,0.48,0,4,1,0,1,0.00,0.00,8.91,26.11,1
0,17,93765,0,0,0,0,0,0,ES,,1,1,1,0,1,0.00,0.00,46.17,103.36,1
0,12,100,0,2,0.006,0,0,2,ES,,0,2,1,0,2,0.00,0.00,96.27,76.93,1
0,7,6610,0,0,0,0,0,0,ES,0.57,0,1,1,0,2,0.00,0.00,41.87,596.53,1
0,6,5218,0,0,0,0,0,0,ES,,0,1,1,0,2,0.00,0.00,98.09,10.21,1
0,19,23181,0,0,0,0,0,0,ES,0.67,0,2,1,0,3,0.00,0.00,7.51,16.74,1
0,14,39210,0,0,0,0,0,0,ES,0.62,2,2,2,0,2,0.00,0.00,31.47,52.23,1
0,10,10882,0,0,0,0,0,0,ES,,1,1,1,0,1,0.00,0.00,9.71,57.46,1
0,19,11266,0,0,0,0,0,0,ES,0.47,2,3,1,0,2,0.00,0.00,32.02,156.94,1
0,14,,0,0,0,0,0,0,ES,,1,1,1,0,2,0.00,0.00,10.53,106.55,1
1,10,360419,0,0,0,0,0,0,ES,,0,2,1,0,1,0.00,0.00,12.02,365.48,1
0,15,,0,0,0,0,0,0,ES,0.47,2,1,1,0,2,0.00,0.00,59.71,135.22,1
0,4,263376,0,3,0.094,0,0,0,ES,,1,1,1,0,2,0.00,0.00,49.27,310.13,1
0,10,420,0,0,0,0,0,0,ES,0.64,3,3,1,0,2,0.00,0.00,48.44,146.48,1
1,15,729,0,0,0,0,0,0,ES,,1,1,1,0,1,0.00,0.00,0.73,418.60,1
0,4,25946,0,6,0.053,0,0,0,ES,,1,1,1,0,2,0.00,0.00,37.90,452.26,1
0,4,23179,3,0,0,0.333,0,0,ES,0.96,0,3,1,0,2,0.00,0.00,1.17,576.22,1
0,7,5566,0,0,0,0,0,0,ES,0.70,1,1,1,0,4,67.20,0.00,21.19,83.68,1
1,14,40656,0,2,0,0,0,0,ES,,1,1,1,0,2,0.00,0.00,77.61,340.10,1
0,8,231,0,0,0,0,0,0,ES,,0,1,1,0,3,0.00,0.00,11.64,409.39,1
0,-1,5985,0,1,0,0,0,0,ES,,0,6,1,0,5,0.00,0.00,16.60,38.15,1
0,16,360787,0,0,0,0,0,0,ES,0.56,0,2,1,0,4,0.00,0.00,35.80,62.75,1
0,11,360905,0,0,0,0,0,0,ES,,1,1,1,0,1,0.00,0.00,14.28,26.11,1
0,-1,12993,0,0,0,0,0,0,ES,,0,1,1,0,1,0.00,0.00,1.67,32.71,1
0,11,2822,1,1,0.03,0.333,0,1,ES,0.55,0,2,1,0,1,0.00,0.00,12.78,209.27,1
0,14,11006,0,0,0,0,0,0,ES,0.71,2,2,2,0,4,25.44,94.16,83.40,23.44,1
0,14,656,0,0,0,0,0,0,ES,,2,4,4,0,1,0.00,0.00,50.46,28.79,1
0,5,,0,0,0,0,0,0,ES,0.83,1,1,1,0,2,0.00,0.00,5.81,89.02,1
0,4,,0,0,0,0,0,0,ES,0.85,1,1,1,0,2,0.00,0.00,4.79,38.83,1
1,7,223,0,0,0,0,0,0,ES,,0,1,1,0,1,0.00,0.00,20.17,227.64,1
0,5,1442,0,0,0,0,0,0,ES,,1,1,1,0,1,0.00,0.00,16.11,15.44,1
0,4,84119,0,0,0,0,0,0,ES,,1,1,1,0,1,0.00,0.00,93.60,95.03,1
0,15,16390,0,0,0,0,0,0,ES,,0,1,1,0,3,0.00,0.00,1.37,32.39,1
0,6,615,0,0,0,0,0,0,ES,,2,3,2,0,2,0.00,0.00,86.99,52.28,1
0,5,679,0,0,0,0,0,0,ES,,1,1,1,0,1,0.00,0.00,10.35,52.67,1
0,9,3579,0,0,0,0,0,0,ES,,1,2,2,0,1,0.00,0.00,93.44,51.76,1
